"lon","lat","NDVI","DTM","DSM","NDSM","NDRE","LULCC","D2W","area","lon_pt","lat_pt"
338719.842668946,7278084.83241372,-0.371665269136429,431.494659423828,431.494659423828,0,-0.233011960983276,7,532.234924316406,35970.0030880049,338719.842668946,7278084.83241372
338919.775420068,7278090.36414992,-0.367419183254242,429.986022949219,429.986022949219,0,-0.236194387078285,2,368.675994873047,33756.5643528514,338919.775420068,7278090.36414992
339119.698733236,7278095.89562499,-0.206566095352173,425.025207519531,425.030517578125,0.00531005859375,-0.132616892457008,2,211.03791809082,31543.1256176904,339119.698733236,7278095.89562499
339319.610471674,7278101.42677981,-0.143300041556358,417.540405273438,418.871032714844,1.33062744140625,-0.0843888446688652,8,11,29329.6868825331,339319.610471674,7278101.42677981
339519.507800924,7278106.95753595,-0.318096965551376,417.560760498047,417.560760498047,0,-0.214608266949654,7,129.402465820312,27116.2481473759,339519.507800924,7278106.95753595
339719.386878786,7278112.48778712,-0.272582769393921,417.962738037109,417.962738037109,0,-0.165162533521652,2,22.472204208374,24902.8094122149,339719.386878786,7278112.48778712
339919.242363773,7278118.01738552,-0.20911817252636,419.634643554688,419.634643554688,0,-0.149072408676147,2,NA,22689.3706770614,339919.242363773,7278118.01738552
340119.32267646,7278123.22986213,NA,NA,NA,NA,NA,NA,NA,20607.6052075699,340119.32267646,7278123.22986213
340319.16934732,7278127.99400658,NA,NA,NA,NA,NA,NA,NA,18700.5237102509,340319.16934732,7278127.99400658
340518.976511608,7278132.75500554,NA,NA,NA,NA,NA,NA,NA,16794.286174329,340518.976511608,7278132.75500554
340718.734295258,7278137.51482785,NA,NA,NA,NA,NA,NA,NA,14888.0486384034,340718.734295258,7278137.51482785
340918.420945243,7278142.2729552,NA,NA,NA,NA,NA,NA,NA,12981.8111023884,340918.420945243,7278142.2729552
341117.999732723,7278147.0285124,NA,NA,NA,NA,NA,NA,NA,11075.5735663697,341117.999732723,7278147.0285124
341317.403386231,7278151.77989651,NA,NA,NA,NA,NA,NA,NA,9169.33603044599,341317.403386231,7278151.77989651
341443.663871358,7278155.58932861,NA,NA,NA,NA,NA,NA,NA,1830.28327220958,341443.663871358,7278155.58932861
334747.12187474,7278272.5689748,-0.315960198640823,462.665557861328,462.665557861328,0,-0.216992899775505,8,671.363525390625,29455.1301416419,334747.12187474,7278272.5689748
334920.868263676,7278274.78579758,-0.329889982938766,471.126434326172,471.126434326172,0,-0.23113326728344,7,743.589294433594,40000,334920.868263676,7278274.78579758
335120.868263676,7278274.78579758,-0.282119274139404,477.739776611328,477.739776611328,0,-0.178824886679649,8,860.77001953125,40000,335120.868263676,7278274.78579758
335320.868263676,7278274.78579758,-0.291884273290634,471.144592285156,471.144592285156,0,-0.201138868927956,7,1003.52032470703,40000.0000000037,335320.868263676,7278274.78579758
335520.868263676,7278274.78579758,-0.241807341575623,464.452239990234,464.452239990234,0,-0.135304570198059,2,1162.69213867188,40000.0000000037,335520.868263676,7278274.78579758
335720.868263676,7278274.78579758,-0.324207186698914,468.024078369141,468.024078369141,0,-0.216889560222626,8,1177.94946289062,40000,335720.868263676,7278274.78579758
335920.868263676,7278274.78579758,-0.299040198326111,467.213928222656,467.213928222656,0,-0.207716107368469,7,1130.47119140625,40000,335920.868263676,7278274.78579758
336120.868263676,7278274.78579758,-0.330166578292847,464.34130859375,464.34130859375,0,-0.220127731561661,2,1117.30261230469,40000,336120.868263676,7278274.78579758
336320.868263676,7278274.78579758,-0.336058050394058,463.037200927734,463.037200927734,0,-0.218666300177574,7,1139.63366699219,40000,336320.868263676,7278274.78579758
336520.868263676,7278274.78579758,-0.322348535060883,461.020385742188,461.020385742188,0,-0.193147301673889,2,1195.47692871094,40000,336520.868263676,7278274.78579758
336720.868263676,7278274.78579758,-0.305865287780762,460.382537841797,460.382537841797,0,-0.20714744925499,2,1135.02648925781,40000,336720.868263676,7278274.78579758
336920.868263676,7278274.78579758,-0.268366187810898,459.468566894531,459.627258300781,0.15869140625,-0.163875997066498,2,1098.1279296875,40000,336920.868263676,7278274.78579758
337120.868263676,7278274.78579758,-0.307984232902527,456.4736328125,456.4736328125,0,-0.200844034552574,7,1016.15203857422,40000,337120.868263676,7278274.78579758
337320.868263676,7278274.78579758,-0.36891496181488,454.63818359375,454.63818359375,0,-0.231059402227402,7,819.612731933594,40000,337320.868263676,7278274.78579758
337520.868263676,7278274.78579758,-0.349583625793457,451.803497314453,451.803497314453,0,-0.22784811258316,2,625.271911621094,40000,337520.868263676,7278274.78579758
337720.868263676,7278274.78579758,-0.339858412742615,445.198272705078,445.198272705078,0,-0.213245064020157,7,436.079132080078,40000,337720.868263676,7278274.78579758
337920.868263676,7278274.78579758,-0.255289107561111,438.693328857422,439.093627929688,0.400299072265625,-0.14455771446228,2,263.372344970703,40000,337920.868263676,7278274.78579758
338120.868263676,7278274.78579758,-0.334478378295898,432.868103027344,432.868103027344,0,-0.217011108994484,9,169.011840820312,40000,338120.868263676,7278274.78579758
338320.868263676,7278274.78579758,-0.175602853298187,437.502349853516,437.645874023438,0.143524169921875,-0.0817367285490036,7,260.317108154297,40000,338320.868263676,7278274.78579758
338520.868263676,7278274.78579758,-0.307460755109787,434.709289550781,434.709289550781,0,-0.219097018241882,2,372.490264892578,40000,338520.868263676,7278274.78579758
338720.868263676,7278274.78579758,-0.298090785741806,429.081726074219,429.081726074219,0,-0.20727351307869,7,400.945129394531,40000,338720.868263676,7278274.78579758
338920.868263676,7278274.78579758,-0.350672721862793,424.921630859375,424.921630859375,0,-0.231830731034279,7,263.797271728516,40000,338920.868263676,7278274.78579758
339120.868263676,7278274.78579758,-0.335389852523804,420.821411132812,420.824645996094,0.00323486328125,-0.21072843670845,8,96.6074523925781,40000,339120.868263676,7278274.78579758
339320.868263676,7278274.78579758,-0.0724078789353371,417.715545654297,425.870330810547,8.15478515625,-0.0867220163345337,5,14.8660688400269,40000,339320.868263676,7278274.78579758
339520.868263676,7278274.78579758,-0.381689846515656,418.971710205078,418.976715087891,0.0050048828125,-0.256720095872879,8,38.0131568908691,40000,339520.868263676,7278274.78579758
339720.868263676,7278274.78579758,-0.188971102237701,422.316680908203,422.478393554688,0.161712646484375,-0.106843158602715,2,127.047233581543,40000,339720.868263676,7278274.78579758
339920.868263676,7278274.78579758,-0.0992791354656219,423.418853759766,423.4189453125,9.1552734375e-05,-0.0585985518991947,2,NA,40000,339920.868263676,7278274.78579758
340120.868263676,7278274.78579758,NA,NA,NA,NA,NA,NA,NA,40000,340120.868263676,7278274.78579758
340320.868263676,7278274.78579758,NA,NA,NA,NA,NA,NA,NA,40000,340320.868263676,7278274.78579758
340520.868263676,7278274.78579758,NA,NA,NA,NA,NA,NA,NA,40000,340520.868263676,7278274.78579758
340720.868263676,7278274.78579758,NA,NA,NA,NA,NA,NA,NA,40000,340720.868263676,7278274.78579758
340920.868263676,7278274.78579758,NA,NA,NA,NA,NA,NA,NA,40000,340920.868263676,7278274.78579758
341120.868263676,7278274.78579758,NA,NA,NA,NA,NA,NA,NA,40000,341120.868263676,7278274.78579758
341320.868263676,7278274.78579758,NA,NA,NA,NA,NA,NA,NA,40000,341320.868263676,7278274.78579758
341463.290098347,7278286.96153644,NA,NA,NA,NA,NA,NA,NA,16246.1912539974,341463.290098347,7278286.96153644
334756.899740006,7278472.22888093,-0.279968321323395,461.451477050781,461.451477050781,0,-0.173148632049561,2,491.940032958984,25537.3219224699,334756.899740006,7278472.22888093
334920.868263676,7278474.78579758,-0.280246406793594,468.260925292969,468.260925292969,0,-0.175129055976868,7,578.72705078125,40000,334920.868263676,7278474.78579758
335120.868263676,7278474.78579758,-0.295236259698868,475.238189697266,475.238189697266,0,-0.195791989564896,2,721.840026855469,40000,335120.868263676,7278474.78579758
335320.868263676,7278474.78579758,-0.328305453062057,472.455596923828,472.455596923828,0,-0.21583990752697,7,886.483520507812,40000.0000000037,335320.868263676,7278474.78579758
335520.868263676,7278474.78579758,-0.303228229284286,464.518188476562,464.518188476562,0,-0.200815230607986,2,1063.32165527344,40000.0000000037,335520.868263676,7278474.78579758
335720.868263676,7278474.78579758,-0.284316807985306,460.69384765625,460.69384765625,0,-0.18785797059536,7,990.335815429688,40000,335720.868263676,7278474.78579758
335920.868263676,7278474.78579758,-0.346085637807846,460.154357910156,460.154357910156,0,-0.231009498238564,7,933.362182617188,40000,335920.868263676,7278474.78579758
336120.868263676,7278474.78579758,-0.303763955831528,458.824890136719,458.824890136719,0,-0.205496802926064,7,917.368530273438,40000,336120.868263676,7278474.78579758
336320.868263676,7278474.78579758,-0.351709842681885,456.967407226562,456.967407226562,0,-0.21681421995163,7,944.43896484375,40000,336320.868263676,7278474.78579758
336520.868263676,7278474.78579758,-0.341699361801147,457.944549560547,457.944549560547,0,-0.221216708421707,7,1011.12066650391,40000,336520.868263676,7278474.78579758
336720.868263676,7278474.78579758,-0.343832552433014,459.101287841797,459.101287841797,0,-0.223882809281349,7,943.972961425781,40000,336720.868263676,7278474.78579758
336920.868263676,7278474.78579758,-0.281936883926392,459.696228027344,459.696228027344,0,-0.161465048789978,2,899.269165039062,40000,336920.868263676,7278474.78579758
337120.868263676,7278474.78579758,-0.321184933185577,454.831420898438,454.831420898438,0,-0.211839213967323,7,891.159362792969,40000,337120.868263676,7278474.78579758
337320.868263676,7278474.78579758,-0.32587343454361,453.238433837891,453.238433837891,0,-0.220201462507248,7,802,40000,337320.868263676,7278474.78579758
337520.868263676,7278474.78579758,-0.333332151174545,450.879302978516,450.879302978516,0,-0.215296611189842,7,602,40000,337520.868263676,7278474.78579758
337720.868263676,7278474.78579758,-0.339091867208481,444.197204589844,444.197204589844,0,-0.221452057361603,2,402,40000,337720.868263676,7278474.78579758
337920.868263676,7278474.78579758,-0.328828245401382,437.609008789062,437.609008789062,0,-0.204296201467514,2,202,40000,337920.868263676,7278474.78579758
338120.868263676,7278474.78579758,-0.227831661701202,431.157989501953,431.745666503906,0.587677001953125,-0.136782109737396,2,2,40000,338120.868263676,7278474.78579758
338320.868263676,7278474.78579758,-0.157111465930939,433.326477050781,434.457763671875,1.13128662109375,-0.126895427703857,1,121,40000,338320.868263676,7278474.78579758
338520.868263676,7278474.78579758,-0.30892425775528,433.07421875,433.07421875,0,-0.210328012704849,7,214.254516601562,40000,338520.868263676,7278474.78579758
338720.868263676,7278474.78579758,-0.309782832860947,429.720489501953,429.720489501953,0,-0.146153748035431,2,209,40000,338720.868263676,7278474.78579758
338920.868263676,7278474.78579758,-0.117486447095871,424.056854248047,425.335021972656,1.27816772460938,-0.0912573859095573,2,118.139747619629,40000,338920.868263676,7278474.78579758
339120.868263676,7278474.78579758,-0.342234790325165,417.48779296875,417.48779296875,0,-0.270117461681366,8,1,40000,339120.868263676,7278474.78579758
339320.868263676,7278474.78579758,-0.355354338884354,420.662017822266,420.662017822266,0,-0.223006129264832,7,122.102416992188,40000,339320.868263676,7278474.78579758
339520.868263676,7278474.78579758,-0.239782929420471,420.618377685547,420.618377685547,0,-0.165404781699181,2,116.400169372559,40000,339520.868263676,7278474.78579758
339720.868263676,7278474.78579758,-0.271238684654236,426.426727294922,426.426727294922,0,-0.175401777029037,2,215.288177490234,40000,339720.868263676,7278474.78579758
339920.868263676,7278474.78579758,-0.199156612157822,427.388214111328,427.388214111328,0,-0.117963403463364,2,NA,40000,339920.868263676,7278474.78579758
340120.868263676,7278474.78579758,NA,NA,NA,NA,NA,NA,NA,40000,340120.868263676,7278474.78579758
340320.868263676,7278474.78579758,NA,NA,NA,NA,NA,NA,NA,40000,340320.868263676,7278474.78579758
340520.868263676,7278474.78579758,NA,NA,NA,NA,NA,NA,NA,40000,340520.868263676,7278474.78579758
340720.868263676,7278474.78579758,NA,NA,NA,NA,NA,NA,NA,40000,340720.868263676,7278474.78579758
340920.868263676,7278474.78579758,NA,NA,NA,NA,NA,NA,NA,40000,340920.868263676,7278474.78579758
341120.868263676,7278474.78579758,NA,NA,NA,NA,NA,NA,NA,40000,341120.868263676,7278474.78579758
341320.868263676,7278474.78579758,NA,NA,NA,NA,NA,NA,NA,40000,341320.868263676,7278474.78579758
341492.198957434,7278481.82158317,NA,NA,NA,NA,NA,NA,NA,28114.754183583,341492.198957434,7278481.82158317
334766.671568855,7278671.76552596,-0.204268023371696,460.884246826172,460.884246826172,0,-0.139716103672981,1,328.876861572266,21619.5137032978,334766.671568855,7278671.76552596
334920.868263676,7278674.78579758,-0.293300926685333,467.102325439453,467.102325439453,0,-0.18315851688385,2,441.648040771484,40000,334920.868263676,7278674.78579758
335120.868263676,7278674.78579758,-0.343650609254837,473.726043701172,473.726043701172,0,-0.228789821267128,7,616.322143554688,40000,335120.868263676,7278674.78579758
335320.868263676,7278674.78579758,-0.241700351238251,473.012390136719,473.012390136719,0,-0.109394967556,1,802.90283203125,40000.0000000037,335320.868263676,7278674.78579758
335520.868263676,7278674.78579758,-0.265880614519119,465.585388183594,465.585388183594,0,-0.177222564816475,7,918.457946777344,40000.0000000037,335520.868263676,7278674.78579758
335720.868263676,7278674.78579758,-0.336629658937454,458.501434326172,458.846984863281,0.345550537109375,-0.212850034236908,7,808.681030273438,40000,335720.868263676,7278674.78579758
335920.868263676,7278674.78579758,-0.307998687028885,454.686706542969,454.686706542969,0,-0.208546489477158,7,737.810974121094,40000,335920.868263676,7278674.78579758
336120.868263676,7278674.78579758,-0.34427148103714,453.621002197266,453.621002197266,0,-0.237155094742775,7,717.471252441406,40000,336120.868263676,7278674.78579758
336320.868263676,7278674.78579758,-0.288217663764954,450.783233642578,450.783233642578,0,-0.217749699950218,7,751.774597167969,40000,336320.868263676,7278674.78579758
336520.868263676,7278674.78579758,-0.324829190969467,454.074615478516,454.074615478516,0,-0.216890886425972,2,834.00537109375,40000,336520.868263676,7278674.78579758
336720.868263676,7278674.78579758,-0.357654333114624,455.504272460938,455.504272460938,0,-0.221273928880692,2,757.552001953125,40000,336720.868263676,7278674.78579758
336920.868263676,7278674.78579758,-0.348320513963699,451.584594726562,451.584075927734,-0.000518798828125,-0.238052010536194,8,701.059936523438,40000,336920.868263676,7278674.78579758
337120.868263676,7278674.78579758,-0.357637971639633,451.084045410156,451.084045410156,0,-0.22569739818573,7,691.783935546875,40000,337120.868263676,7278674.78579758
337320.868263676,7278674.78579758,-0.364775657653809,447.193725585938,447.193725585938,0,-0.237510532140732,7,682.510803222656,40000,337320.868263676,7278674.78579758
337520.868263676,7278674.78579758,-0.375277757644653,447.962127685547,447.962127685547,0,-0.241824984550476,7,626.920227050781,40000,337520.868263676,7278674.78579758
337720.868263676,7278674.78579758,-0.107193149626255,444.268127441406,444.760528564453,0.492401123046875,-0.106228552758694,2,438.439270019531,40000,337720.868263676,7278674.78579758
337920.868263676,7278674.78579758,-0.33425572514534,439.916381835938,439.916381835938,0,-0.225991651415825,7,265.188598632812,40000,337920.868263676,7278674.78579758
338120.868263676,7278674.78579758,-0.244094982743263,433.916748046875,433.918334960938,0.0015869140625,-0.158802911639214,1,122.918670654297,40000,338120.868263676,7278674.78579758
338320.868263676,7278674.78579758,-0.375039726495743,429.101715087891,429.101715087891,0,-0.246951371431351,2,68.5930023193359,40000,338320.868263676,7278674.78579758
338520.868263676,7278674.78579758,-0.268842816352844,427.82763671875,427.82763671875,0,-0.129090860486031,2,51.9711456298828,40000,338520.868263676,7278674.78579758
338720.868263676,7278674.78579758,-0.300158530473709,422.986175537109,423.654602050781,0.668426513671875,-0.202548012137413,2,9,40000,338720.868263676,7278674.78579758
338920.868263676,7278674.78579758,-0.357086151838303,421.972869873047,421.972869873047,0,-0.24784879386425,7,48.8773994445801,40000,338920.868263676,7278674.78579758
339120.868263676,7278674.78579758,-0.193149909377098,421.758880615234,422.256683349609,0.497802734375,-0.124391421675682,2,38,40000,339120.868263676,7278674.78579758
339320.868263676,7278674.78579758,-0.141265317797661,423.158203125,431.229614257812,8.0714111328125,-0.100804381072521,5,139.186920166016,40000,339320.868263676,7278674.78579758
339520.868263676,7278674.78579758,-0.285041749477386,427.061950683594,427.061950683594,0,-0.177644923329353,8,315.513854980469,40000,339520.868263676,7278674.78579758
339720.868263676,7278674.78579758,-0.101214796304703,427.939147949219,427.939147949219,0,-0.0852312445640564,2,363.798034667969,40000,339720.868263676,7278674.78579758
339920.868263676,7278674.78579758,-0.169112905859947,431.756988525391,431.757781982422,0.00079345703125,-0.110541820526123,1,NA,40000,339920.868263676,7278674.78579758
340120.868263676,7278674.78579758,NA,NA,NA,NA,NA,NA,NA,40000,340120.868263676,7278674.78579758
340320.868263676,7278674.78579758,NA,NA,NA,NA,NA,NA,NA,40000,340320.868263676,7278674.78579758
340520.868263676,7278674.78579758,NA,NA,NA,NA,NA,NA,NA,40000,340520.868263676,7278674.78579758
340720.868263676,7278674.78579758,NA,NA,NA,NA,NA,NA,NA,40000,340720.868263676,7278674.78579758
340920.868263676,7278674.78579758,NA,NA,NA,NA,NA,NA,NA,40000,340920.868263676,7278674.78579758
341120.868263676,7278674.78579758,NA,NA,NA,NA,NA,NA,NA,40000,341120.868263676,7278674.78579758
341320.868263676,7278674.78579758,NA,NA,NA,NA,NA,NA,NA,40000,341320.868263676,7278674.78579758
341517.378215366,7278677.36504254,NA,NA,NA,NA,NA,NA,NA,38508.0764653534,341517.378215366,7278677.36504254
341630.730927972,7278741.54617336,NA,NA,NA,NA,NA,NA,NA,1475.24064783007,341630.730927972,7278741.54617336
334776.43335328,7278871.09706806,-0.305943429470062,459.732788085938,459.732788085938,0,-0.216605141758919,2,224.109344482422,17701.705484122,334776.43335328,7278871.09706806
334920.868263676,7278874.78579758,-0.27817103266716,462.951324462891,462.951324462891,0,-0.180178910493851,2,358.41455078125,40000,334920.868263676,7278874.78579758
335120.868263676,7278874.78579758,-0.283728331327438,469.037567138672,469.122436523438,0.084869384765625,-0.188674673438072,7,534.8466796875,40000,335120.868263676,7278874.78579758
335320.868263676,7278874.78579758,-0.303920596837997,469.800720214844,469.800903320312,0.00018310546875,-0.200603932142258,2,722.277648925781,40000.0000000037,335320.868263676,7278874.78579758
335520.868263676,7278874.78579758,-0.280377864837646,462.30712890625,462.30712890625,0,-0.179664179682732,7,772.505676269531,40000.0000000037,335520.868263676,7278874.78579758
335720.868263676,7278874.78579758,-0.324229776859283,456.955017089844,456.969268798828,0.014251708984375,-0.220791265368462,8,638.094848632812,40000,335720.868263676,7278874.78579758
335920.868263676,7278874.78579758,-0.302957236766815,451.665863037109,451.665863037109,0,-0.212402686476707,7,545.495178222656,40000,335920.868263676,7278874.78579758
336120.868263676,7278874.78579758,-0.350072681903839,450.422729492188,450.422729492188,0,-0.232624515891075,7,517.653381347656,40000,336120.868263676,7278874.78579758
336320.868263676,7278874.78579758,-0.181629776954651,448.039123535156,448.132781982422,0.093658447265625,-0.127401828765869,1,564.238403320312,40000,336320.868263676,7278874.78579758
336520.868263676,7278874.78579758,-0.322892218828201,450.346466064453,450.346466064453,0,-0.207892537117004,2,669.899230957031,40000,336520.868263676,7278874.78579758
336720.868263676,7278874.78579758,-0.364654809236526,450.389343261719,450.389343261719,0,-0.249975740909576,7,580.245666503906,40000,336720.868263676,7278874.78579758
336920.868263676,7278874.78579758,-0.136186227202415,446.120819091797,447.894348144531,1.77352905273438,-0.0977221503853798,1,504.266784667969,40000,336920.868263676,7278874.78579758
337120.868263676,7278874.78579758,-0.371827632188797,447.518188476562,447.518188476562,0,-0.248314753174782,7,492.914794921875,40000,337120.868263676,7278874.78579758
337320.868263676,7278874.78579758,-0.158324465155602,441.701171875,441.78857421875,0.08740234375,-0.0922290235757828,1,491.346099853516,40000,337320.868263676,7278874.78579758
337520.868263676,7278874.78579758,-0.346077024936676,442.300933837891,442.300933837891,0,-0.229904368519783,8,457.109405517578,40000,337520.868263676,7278874.78579758
337720.868263676,7278874.78579758,-0.309684365987778,441.297790527344,441.297790527344,0,-0.220473691821098,7,483.542144775391,40000,337720.868263676,7278874.78579758
337920.868263676,7278874.78579758,-0.350495994091034,439.564788818359,439.564788818359,0,-0.227705076336861,8,405.350463867188,40000,337920.868263676,7278874.78579758
338120.868263676,7278874.78579758,-0.226785197854042,436.233581542969,436.235229492188,0.00164794921875,-0.149894654750824,1,300.780639648438,40000,338120.868263676,7278874.78579758
338320.868263676,7278874.78579758,-0.295158445835114,431.296722412109,431.300079345703,0.00335693359375,-0.194313853979111,2,214.114456176758,40000,338320.868263676,7278874.78579758
338520.868263676,7278874.78579758,-0.333111763000488,427.825439453125,427.825439453125,0,-0.213958919048309,2,105.815879821777,40000,338520.868263676,7278874.78579758
338720.868263676,7278874.78579758,-0.314240723848343,424.189361572266,424.189361572266,0,-0.199174702167511,8,102.474388122559,40000,338720.868263676,7278874.78579758
338920.868263676,7278874.78579758,-0.36571478843689,421.133209228516,421.133209228516,0,-0.240411624312401,7,76.400260925293,40000,338920.868263676,7278874.78579758
339120.868263676,7278874.78579758,-0.308410614728928,421.590301513672,421.590301513672,0,-0.19552680850029,2,70,40000,339120.868263676,7278874.78579758
339320.868263676,7278874.78579758,-0.317191570997238,422.408569335938,422.408569335938,0,-0.21452097594738,7,121.148666381836,40000,339320.868263676,7278874.78579758
339520.868263676,7278874.78579758,-0.0945019498467445,433.206939697266,433.211395263672,0.00445556640625,-0.0375405848026276,1,316.665435791016,40000,339520.868263676,7278874.78579758
